Accession,Gene,RNA.D0025,RNA.D005,RNA.D01,RNA.D015,RNA.D02,RNA.D025,RNA.D03,RNA.D035,RNA.D04,prot.D0025,prot.D005,prot.D01,prot.D015,prot.D02,prot.D025,prot.D03,prot.D035,prot.D04,XIA.cluster
Q04344,HNT1,2.456302111,2.31024147,2.004657349,2.062238973,2.285397874,2.676678619,2.9331036,2.96016833,3.42013384,2802.634298,2456.133487,2285.646921,2730.738496,3149.070858,3188.050987,2674.055802,2365.665309,2336.623851,2
Q04347,BUD22,0.334012512,0.324872603,0.334412469,0.406454669,0.537372062,0.720895313,1.006346298,1.099938066,1.299285002,8.655731363,NA,11.76165282,15.8370364,18.28428055,18.55781995,21.06071007,17.25149654,21.09902897,2
Q04371,YMR027W,0.854329856,0.881691748,0.724944279,0.759768066,0.770333807,0.88359616,1.171223881,1.227026552,1.31734258,268.2377964,294.1230013,322.9406003,349.6865144,349.8966322,334.8745674,309.7845774,288.9199503,289.062594,2
Q04373,PUF6,0.259813233,0.347422199,0.362136084,0.479661737,0.602954703,0.832728891,1.034065576,1.218647811,1.486185737,228.6876118,234.685531,276.0799788,334.9899772,385.5695689,399.0249193,384.4691395,352.8547441,365.1462843,2
Q04401,SDH7,1.015033829,0.920918617,0.7160862,0.91675227,1.153509232,1.643464222,2.267212306,2.763813131,3.057046183,196.2269243,205.1734659,244.7004852,292.6675647,352.6620601,367.0121231,393.5908281,391.8284049,363.3426196,2
Q04406,EMI1,0.934637837,0.915446525,0.77699466,0.790534178,0.673035235,0.814110314,1.114652207,1.126780905,1.276852854,41.3121433,NA,44.25472802,56.55923291,67.34704191,73.86227767,73.4235242,71.74057888,70.27746665,2
Q04409,EMI2,1.074231087,0.971956125,0.672234659,0.633188011,0.695076393,0.791864072,0.867751567,1.205723173,1.360384322,426.6556305,324.0122523,225.1054117,251.3954986,240.2244445,258.8001942,242.6395798,238.9155274,238.2843053,2
Q04418,RBA50,0.441626612,0.368918559,0.330431381,0.426702598,0.476772211,0.658619557,0.894201765,1.050907503,1.298022575,25.08263824,30.03027136,32.55129917,NA,38.94931878,NA,38.61198372,NA,NA,2
Q04430,CAB1,0.492304809,0.690284873,0.683002871,0.737734616,0.692720618,0.86161675,1.052646191,1.240252176,1.528104959,130.364432,130.6680358,121.7739207,140.7977742,122.8640596,102.2539071,NA,NA,NA,2
Q04432,HSP31,1.264430105,1.448173721,0.938816758,0.726788146,0.404391791,0.324780462,0.432533859,0.90452697,1.37911713,703.3322571,661.0484615,387.1255983,267.3840663,144.9602044,123.2295494,126.5823532,232.2414953,381.225173,1
Q04438,SPG4,18.97772667,12.86931811,10.36966698,7.511151005,3.320243447,0.969081451,0.414358648,0.061804766,0.053567464,779.6259525,663.1246397,369.1037164,316.0782547,NA,NA,NA,NA,NA,1
Q04439,MYO5,0.145719428,0.196305735,0.248119399,0.288021197,0.398777907,0.489717977,0.562664973,0.833246841,0.896278238,74.46518667,75.77906714,85.09965975,87.83673422,84.05692863,81.93559453,81.04178721,69.96506219,72.98394141,2
Q04458,HFD1,1.895846658,1.679518829,1.306538378,1.142052047,0.881522564,0.822570591,0.965789979,0.830178225,0.847992802,520.0924074,493.9735787,406.149931,380.5573953,312.7381433,214.1217366,178.7691602,121.4527735,105.2369754,1
Q04471,YMR114C,2.221002949,0.910644773,0.653231799,0.518962571,0.383717815,0.410163757,0.624323647,0.568177656,0.615957927,28.39767766,NA,NA,NA,NA,NA,NA,NA,NA,1
Q04472,MGR3,0.739847742,0.466349237,0.417807631,0.435199229,0.485424112,0.645836543,0.829958015,0.845949991,0.927471438,8.558493687,9.346505086,NA,NA,NA,13.81876355,NA,12.4804393,NA,2
Q04491,SEC13,0.874864366,0.851142941,0.902276828,1.00118172,1.197731979,1.508082636,1.980175966,2.207773041,2.641684888,1520.670061,1336.349734,1431.770602,1585.523063,1721.364126,1701.518388,1557.868793,1550.815539,1560.049287,2
Q04493,GIM5,0.459102262,0.545716061,0.53004399,0.609989239,0.767358084,0.980444042,1.339454173,1.340224878,1.625106929,72.84787572,81.25296985,100.2471547,124.340618,135.7741579,139.9070389,141.05001,122.7002695,128.8609178,2
Q04500,UTP14,0.184433237,0.217530934,0.276393311,0.36513938,0.520596768,0.702820189,0.875713379,1.247239157,1.47044012,NA,NA,NA,NA,NA,NA,NA,47.69437005,NA,2
Q04598,YDR115W,1.124378539,1.167507993,1.168994075,1.560225991,1.730678317,2.797802479,3.154530756,4.60360588,5.015450287,NA,NA,NA,185.1041169,198.633801,222.7034178,253.7226296,258.0398299,270.2332006,2
Q04599,MRPL1,0.50742372,0.526338824,0.496026615,0.706355477,0.995095015,1.42059635,2.237847973,2.927064405,3.308967827,138.4427238,152.4971102,232.2637988,313.6188741,336.7631746,379.496056,436.1016646,472.1032086,457.4785122,2
Q04600,TMA64,0.307685967,0.259693912,0.229678919,0.251992174,0.284130906,0.366674152,0.468908903,0.535437648,0.594128752,NA,35.42496399,NA,NA,NA,NA,44.36917339,NA,NA,2
Q04603,DPB4,0.725717727,0.418121187,0.35614081,0.370366515,0.473475783,0.563904525,0.635722235,0.617976061,0.782366195,83.58118562,NA,NA,NA,NA,NA,NA,NA,NA,2
Q04632,COG8,0.311154289,0.310022855,0.269168976,0.286385922,0.284506445,0.368373608,0.527469266,0.581554909,0.618990929,NA,34.27952771,30.69488411,NA,NA,NA,NA,NA,NA,2
Q04636,POB3,0.734012059,0.614058016,0.663077715,0.691549931,0.777285694,0.969239456,1.132739697,1.302201821,1.468976121,210.3959748,221.4595322,261.470681,294.5097099,310.5294443,277.8422081,249.323032,234.1991839,228.7074661,2
Q04660,ERB1,0.174013828,0.259944559,0.328440612,0.397506808,0.563505312,0.775779584,0.963833249,1.242421897,1.488318731,128.1544464,146.6934371,193.3243197,235.7251985,263.4256085,267.5524426,263.7893179,243.061026,271.1080431,2
Q04689,AIM32,0.396978322,0.304248438,0.262509938,0.306975788,0.38949665,0.516048968,0.79012461,0.96677814,1.056981658,32.64579916,28.4149141,28.95860225,33.96792555,NA,41.08114685,48.93498377,45.41223305,40.09993009,2
Q04693,RSE1,0.185589615,0.19397946,0.211020817,0.239048278,0.299316163,0.364907148,0.449485865,0.591711221,0.698379105,11.99949362,NA,NA,NA,NA,NA,NA,NA,NA,2
Q04697,GSF2,1.36656351,1.2931526,1.394790512,1.474628889,1.744922378,2.075804552,2.683098621,2.570476996,3.137422148,808.7878117,816.0685013,882.3503976,1001.432897,1045.689154,966.3265309,860.3601738,695.2382692,679.762628,2
Q04728,ARG7,0.793022972,0.780899228,1.258133088,1.232972571,0.959102135,0.708636623,0.877963861,1.221088034,1.662174248,447.7647372,724.0192007,970.0721401,945.8190326,703.674011,472.6959271,431.5785512,495.9080067,577.0685179,2
Q04772,IRC21,0.526512708,0.512696116,0.504923875,0.50606006,0.563877628,0.661344082,0.889703383,0.884917296,1.041013132,59.01081856,64.51396612,87.44927233,103.6209755,108.2891495,105.7186207,99.9273888,96.42430774,92.27049493,2
Q04773,YMR074C,0.878020928,0.77704184,0.813481038,0.870879761,0.943282051,1.304047999,1.590594743,1.946934879,2.550906555,363.8616882,397.1279632,511.7753574,645.7085028,716.9116272,757.5693663,780.6667137,693.3331074,729.0871301,2
Q04792,GAD1,0.686436887,0.920112686,0.744006916,0.584967541,0.240062689,0.106925084,0.126864916,0.18235585,0.166180777,105.9052986,96.21072417,94.63289505,NA,NA,NA,NA,NA,NA,1
Q04869,YMR315W,0.803451938,1.269103528,1.134836227,1.07861421,1.027451844,1.073615372,1.515548276,1.343922959,1.464812908,1302.46924,1425.583216,1500.158391,1551.035635,1541.375125,1367.654158,1386.528601,1027.217707,961.169442,2
Q04894,ADH6,0.363232926,0.567658378,0.842976808,1.222912604,1.909537074,2.417908649,3.153836606,3.001003335,3.861784781,606.6801674,858.2258746,1451.279666,1928.5061,2193.141031,2349.086961,2276.872036,1736.204214,1841.126258,2
Q04935,COX20,1.173204208,1.044200704,0.922907218,0.897934447,0.932490078,1.16088721,1.368499982,1.510295304,1.599164831,86.61113449,98.49997785,125.1689737,140.826908,146.2229817,116.108444,122.1038029,115.5271718,110.9080825,2
Q04947,RTN1,1.887165276,2.824993547,2.8001021,2.725705922,2.842365266,3.1954492,4.301889423,5.082146308,6.219801819,1511.538563,1653.668442,1535.445041,1539.673147,1358.437579,1164.466288,1152.027656,935.4035263,900.6562787,2
Q04951,SCW10,0.711518902,0.969516013,1.309413733,1.606666461,2.254791298,2.503276493,3.058049446,3.450736835,4.432684157,78.32194117,NA,NA,NA,NA,69.78310998,NA,57.33111748,NA,2
Q04964,SML1,1.465421467,1.525135484,1.540871551,1.800696226,2.087482962,2.741217246,2.986025592,3.901657047,4.719734154,NA,NA,NA,NA,NA,NA,NA,NA,78.86759916,2
Q04969,SPC2,0.640518417,0.636058254,0.612435983,0.73458247,0.772856952,1.013530655,1.180927163,1.353027863,1.590260214,221.5192366,218.5148737,NA,271.2382983,NA,NA,208.4089742,NA,NA,2
Q05016,YMR226C,1.104957178,1.325575313,1.161627211,1.232018222,1.429156241,1.563424885,2.151020787,2.505164926,3.115685889,1138.389763,1162.03312,1222.769161,1419.045411,1530.008951,1444.083172,1480.552346,1561.65661,1627.792013,2
Q05022,RRP5,0.177815541,0.206057252,0.233687255,0.31762878,0.464054016,0.628854893,0.781360989,1.123717464,1.290998596,143.8797402,169.5011538,224.5758158,281.6311826,314.710863,338.7273034,345.9039125,352.4668683,389.7850775,2
Q05029,BCH1,0.23681272,0.294238423,0.311737293,0.364107804,0.445199925,0.58177057,0.770528097,0.946279743,1.075275667,122.9372602,122.7598557,119.0732751,143.2636236,138.5660628,125.3428334,129.2567453,112.4869902,135.5041397,2
Q05040,FAR8,0.437232419,0.398614783,0.353059672,0.378175069,0.378173252,0.47416669,0.635191931,0.675658774,0.682666054,70.05890667,78.41890972,88.11528942,84.63856885,NA,90.46931829,82.51640248,72.492976,NA,2
Q05050,EIS1,0.511856688,0.678265739,0.80173779,0.851235623,0.914341462,0.978339722,1.183185756,1.365747186,1.358621983,680.813246,758.3924266,646.197106,630.2164647,559.0442791,472.2242539,378.8062079,337.5351524,294.8887949,2
Q05123,ARP9,0.268789268,0.300588651,0.373223446,0.469163867,0.617014405,0.885559701,1.188362721,1.387826939,1.606664159,86.36849095,88.01917018,128.3013877,NA,NA,140.8503626,161.7013307,129.9402223,140.6131604,2
Q05166,ASM4,0.608490277,0.405969295,0.351553117,0.369751999,0.479664653,0.629362915,0.910184825,1.046303833,1.133817619,NA,NA,NA,NA,37.25167333,NA,NA,NA,28.09882864,2
Q05359,ERP1,1.060888836,1.264073278,1.374008421,1.595992678,1.825164487,2.3667182,3.061130376,3.634446431,4.23541914,500.0181352,542.7201739,620.8388188,677.1764702,737.5044497,638.7638358,556.3735377,486.1960204,536.7654903,2
Q05498,FCF1,0.618811337,0.717442361,0.625119933,0.668336439,0.852191833,1.047982726,1.362679764,1.37788896,1.755094488,NA,NA,NA,NA,NA,NA,13.35246097,NA,NA,2
Q05506,YDR341C,0.58159588,0.745026908,0.739343973,0.847896738,1.018415951,1.217899445,1.527890547,1.753265541,2.069463539,703.9973265,722.0985869,762.5853338,881.9584741,892.9376848,864.7710451,863.6439964,771.2868827,775.1799778,2
Q05515,SVF1,0.841678644,0.797849017,0.743295253,0.84740077,1.010399879,1.313718497,1.742646672,1.819611913,2.061929003,339.6522694,301.1526866,291.3869733,394.9316111,412.8950504,423.7234116,404.2362869,387.5331404,343.0117478,2
Q05518,PAL1,0.314560279,0.394945432,0.394590737,0.464840626,0.607573743,0.825175509,1.173116252,1.21044302,1.402271276,102.5315971,NA,99.0606632,NA,NA,144.474521,119.7168456,135.1071526,135.9095114,2
Q05543,RTT103,0.637436588,0.400957902,0.32296368,0.318721792,0.359684938,0.44364721,0.570719174,0.598058689,0.659744377,133.5861579,130.9083289,121.4964187,125.0375456,123.7320985,117.1508435,109.5674423,89.76870504,80.83662412,2
Q05567,DPL1,0.849597429,0.835436185,0.709489386,0.706227776,0.822929507,0.96660348,1.157130188,1.129942786,1.283158563,185.7608723,194.9318962,192.0957728,194.0889844,190.9023869,196.9785337,158.0712896,113.6989824,110.7618114,2
Q05583,CIA1,0.321414692,0.340998008,0.307162709,0.369574187,0.461759169,0.602270078,0.77189678,0.817012285,1.005562263,NA,NA,NA,NA,NA,NA,76.44128245,NA,NA,2
Q05584,GLO2,1.168180355,1.071172351,0.919056062,0.889712677,0.845600328,0.931654582,1.141249127,1.184583455,1.499705504,250.6791312,263.9855111,259.5608613,296.8995581,278.8119384,244.9254831,261.0436349,226.6372818,242.4126934,2
Q05775,HCR1,1.033336875,1.010459593,1.109949455,1.168916759,1.522620382,1.960119167,2.561767816,3.083585553,3.879573761,745.7709799,665.6261481,790.7681201,919.9331525,986.8760106,994.731269,1029.374562,1012.4765,1026.315916,2
Q05778,PBA1,0.778365191,0.678161522,0.645386461,0.628714387,0.564241958,0.679272781,0.924972985,1.042027631,1.179489083,52.90152341,NA,NA,NA,NA,NA,NA,NA,NA,2
Q05785,ENT2,0.510087869,0.502371364,0.594087091,0.558064237,0.61720165,0.735636251,1.052153003,1.151858799,1.369972376,NA,107.4789934,NA,NA,94.8432147,NA,NA,NA,NA,2
Q05788,PNP1,0.426944823,0.464403883,0.456019483,0.517801635,0.652202238,0.809827484,0.984677251,1.218370867,1.330403464,213.2452021,202.4814798,198.1984148,234.0294681,273.791306,268.0421903,266.2749936,243.7870335,231.5457612,2
Q05791,CDC123,0.272316132,0.263181824,0.280442063,0.306889856,0.410253886,0.465977666,0.612614101,0.655091232,0.808813863,NA,NA,28.04235831,NA,NA,NA,NA,NA,NA,2
Q05812,MSC3,0.618388493,0.536721005,0.572562207,0.507240079,0.429626648,0.430969289,0.576651338,0.64372659,0.764726711,165.350254,142.9371335,119.2336874,117.7596036,95.82334868,81.0945255,76.66665482,60.33075841,66.07909958,1
Q05874,NNT1,0.249447334,0.327469613,0.368164021,0.457160646,0.56101865,0.825213329,1.072975684,1.449762862,1.785931072,135.6840748,NA,148.2350417,179.5191269,NA,NA,190.1039908,236.5889134,279.1764854,2
Q05881,YLR287C,0.334201689,0.374714563,0.395781659,0.434248931,0.481664871,0.596684544,0.718162017,0.91736319,1.158939942,63.16718216,57.18652546,65.96184401,71.55895821,72.09325977,69.8333346,68.27237458,61.19527711,65.66516988,2
Q05892,COQ11,0.474502126,0.487079774,0.465520646,0.452472373,0.298094047,0.318312712,0.406870946,0.427059482,0.438171547,119.4453156,107.4355362,119.1177542,NA,NA,NA,NA,NA,NA,1
Q05902,ECM38,0.510388707,0.426756462,0.440279414,0.408096898,0.452786333,0.46080534,0.530475638,0.571864251,0.632580364,25.13277722,NA,NA,NA,NA,NA,NA,NA,NA,2
Q05905,HRI1,0.449072212,0.612580413,0.714632527,0.882609625,0.89854906,1.140933045,1.22967663,1.749067886,2.268415665,352.3461281,336.8060227,457.4845734,509.1511255,502.7782181,489.6168768,459.9539702,504.7279712,544.3642665,2
Q05911,ADE13,0.776642215,1.049708425,1.224295562,1.689679438,2.369150991,3.275306414,4.113260151,4.775996806,5.92386748,1637.630957,1684.555602,2082.097593,2633.50035,3038.167661,3200.682876,3342.301852,2872.429288,3125.490979,2
Q05926,GRX8,0.452209577,0.600174207,0.552158853,0.750009678,1.268224591,2.038593529,3.004927611,4.394532824,5.243405118,390.4763007,432.7502171,458.3108723,628.0688617,843.6433205,1056.012843,1266.746882,1481.455689,1437.63616,2
Q05931,SSQ1,0.427844732,0.311119162,0.3362847,0.361203736,0.402134877,0.494706924,0.709709694,0.751971282,0.859654171,108.7930645,95.26912323,105.4603103,112.1291795,128.174576,113.5870391,116.1786727,74.00418887,100.872668,2
Q05933,ARC18,1.202527418,0.975410645,0.982873532,0.991291669,0.995935196,1.214115155,1.525637715,1.426744691,1.561826996,838.2487842,741.6636531,814.956722,NA,867.2286067,NA,780.5647158,NA,573.2222585,2
Q05942,RSA3,0.545061929,0.442393044,0.489075315,0.591631674,0.718916181,1.0562013,1.465971827,1.739979193,2.215308604,NA,NA,NA,NA,NA,106.4383563,NA,114.8542454,120.2445778,2
Q05946,UTP13,0.154372655,0.213145611,0.243049953,0.318950709,0.41218851,0.594211846,0.744274221,0.923964962,1.107463087,43.4101265,49.72498859,63.03886812,80.30233689,90.23424075,94.94661413,100.6534868,98.45323386,104.4259607,2
Q05948,YLR225C,0.471335425,0.419768232,0.404966476,0.418224269,0.333581531,0.355955054,0.47197182,0.533263588,0.630252304,24.05369016,NA,NA,NA,NA,NA,NA,NA,NA,2
Q05979,BNA5,0.424559255,0.496564032,0.394491788,0.373968104,0.413607919,0.507535782,0.615373791,0.75668274,0.782554972,205.2199746,185.3768732,163.7682299,190.5223284,180.630054,151.1847737,165.0618145,NA,NA,2
Q06010,STE23,0.212339189,0.234171281,0.220569195,0.254272253,0.318743617,0.404216908,0.591655741,0.758961717,0.904185555,93.09964099,98.17215718,100.061538,NA,110.1217166,128.1663542,122.257307,NA,118.8854478,2
Q06053,DUS3,0.226785613,0.236142288,0.253314933,0.309600444,0.456122151,0.647469836,0.880636344,1.054144636,1.233054963,NA,NA,NA,107.3922187,NA,104.8064247,122.6412459,NA,125.7638284,2
Q06078,UTP21,0.147931152,0.208882778,0.254748783,0.332818543,0.444893819,0.62990388,0.769740066,1.045700783,1.324931585,82.61704759,86.22787285,109.8452094,129.6204067,137.7557932,149.0857083,145.2741319,165.8247454,178.1820652,2
Q06090,MRPL51,1.694997835,1.108099943,1.185240183,1.385460864,1.952590294,3.048564538,4.823739346,5.965030646,6.991435526,201.2595473,176.4753347,291.9130489,392.9929778,401.0147359,502.7035409,520.5708623,541.4284515,539.9311045,2
Q06103,RPN7,0.910664012,0.99407336,0.986988352,1.051040552,1.0631512,1.252289873,1.768510847,1.863448627,2.263945926,491.6493658,496.3990709,510.5646918,548.6510733,554.1098834,501.5662353,498.0234415,421.7032754,438.2970252,2
Q06106,MRD1,0.169715306,0.203952231,0.224613489,0.290490255,0.361567955,0.489856145,0.59458415,0.725224433,0.859252779,24.98867806,32.90566505,51.7608361,74.0510528,86.62729557,94.96631903,96.45777023,86.45020208,99.43062156,2
Q06107,YPR114W,0.305170094,0.4612687,0.49159602,0.594745918,0.821467727,1.061143948,1.541060638,1.790392412,2.18395117,6.425027331,7.751111,13.26476426,12.98096442,14.20672052,13.19160267,10.32243333,10.86886399,NA,2
Q06137,YLR345W,2.288546129,0.92913942,0.743469983,0.659229403,0.555991583,0.556801327,0.748312349,0.707335592,0.764170107,178.9458523,181.09158,136.0589119,NA,NA,NA,105.0245837,NA,NA,1
Q06142,KAP95,0.387891249,0.385554171,0.359303279,0.391669504,0.432747745,0.551662069,0.673236121,0.924959258,1.102968573,297.3208901,273.311616,268.6097854,282.9460871,287.2782034,250.7132754,270.6582958,274.4013875,298.2944838,2
Q06146,YLR257W,1.227758293,1.075956328,1.340705312,1.238267907,0.876777826,0.804284402,1.035987037,1.275782213,1.35573909,178.7015425,222.8717925,321.675237,319.4061268,236.3591301,177.9780178,182.3971742,190.9152675,179.8452689,1
Q06151,DCS1,1.043009186,0.996599453,0.837512796,0.75798988,0.571224482,0.485337129,0.562756581,0.69333424,0.790222671,756.8918226,706.9746731,621.7554977,570.68733,465.7579683,336.5249495,291.912794,267.0255656,254.8756579,1
Q06168,SFH1,0.294278485,0.29678113,0.321498492,0.353023577,0.476175955,0.567495652,0.762577534,0.791821872,0.936633872,48.74588283,NA,NA,83.48543167,NA,83.44664609,NA,NA,NA,2
Q06169,PEX30,0.76376312,0.484182301,0.452545728,0.443704568,0.42066498,0.487441507,0.619282975,0.663104953,0.733981642,16.16554501,16.06115799,15.38724474,16.09390111,14.32425439,12.55487948,11.56387669,9.06660653,NA,2
Q06177,TMA10,19.53337698,17.47170024,12.62891789,9.189495286,6.494205349,5.906020339,6.007899994,4.470019569,4.312692266,748.6522638,737.7837347,620.4099577,490.3202777,210.3049783,93.05189727,124.967197,96.95267358,106.8761763,1
Q06178,NMA1,0.323811545,0.447116641,0.485133889,0.48856338,0.517598326,0.596542104,0.743297729,0.787467293,0.952172187,153.5405938,138.3765517,142.0896591,166.5276688,163.0714814,178.7109778,NA,155.9410306,146.2014484,2
Q06205,FPR4,0.430101071,0.46823018,0.510451477,0.606852727,0.798404993,1.071549935,1.503362391,1.631625104,1.98170825,281.3881241,237.6484986,249.1825678,294.0292886,304.8667655,313.7992654,310.14471,268.0116546,287.4985394,2
Q06214,JIP5,0.541536465,0.531378794,0.515448462,0.574306781,0.666469993,0.855153041,1.120764648,1.399213799,1.609273932,42.45146968,50.70553722,56.52052492,60.9639508,NA,80.17480397,78.68689507,NA,82.51091137,2
Q06218,DBP9,0.310368104,0.372302728,0.398787027,0.489237088,0.593639847,0.803322494,1.108110133,1.184738357,1.494204299,82.07471267,95.8284627,126.3622049,149.5118346,167.6434488,169.3707532,176.3671273,160.8781979,170.7114779,2
Q06252,YLR179C,0.384674316,0.479228729,0.609314543,0.87110685,1.482112292,2.321825952,2.906279273,2.873563455,3.432311708,201.3100344,200.399588,285.8829666,439.8292047,586.1155976,745.1938611,831.9612816,641.4901233,622.5217478,2
Q06263,VTA1,0.672578421,0.571455755,0.490326364,0.502711837,0.62800991,0.761800262,0.98643167,0.892587961,1.050872558,144.5299527,106.7772341,77.77785292,97.65478689,NA,80.51710671,82.51493389,74.10953373,71.46746889,2
Q06287,EMG1,0.299794182,0.404410353,0.496704099,0.642201297,0.84607625,1.036324622,1.21956512,1.544365653,2.074087809,206.3581666,209.7243154,253.8823693,297.2147766,305.5757421,316.357385,297.4756156,294.8691416,320.1868488,2
Q06336,GGA1,0.422039453,0.444261066,0.390515024,0.336409991,0.273047214,0.234960652,0.305803659,0.33644889,0.333162154,132.8052763,129.5044465,115.8713385,107.5392707,NA,NA,80.18661896,86.91907031,74.69025087,1
Q06338,BCP1,0.553159059,0.49781236,0.439209433,0.514361126,0.606160541,0.871876966,0.994448843,1.220610783,1.470732401,112.8713291,106.9278545,110.1467987,137.2840898,164.2314121,169.7263657,170.5529531,161.4723614,158.8131101,2
Q06344,ESF1,1.197876971,1.536518519,0.798789861,0.803320325,0.941458164,1.192621514,1.471494551,1.101968636,1.194223034,38.58879236,43.88674,54.89318237,58.64270192,51.86406966,60.09478509,63.41937035,110.1429162,135.9551463,1
Q06385,VPS74,0.71851223,0.647539541,0.636296,0.689697841,0.7128466,0.897390372,1.172741477,1.47609413,1.702213499,153.6120178,165.5696899,180.5938376,211.8495557,197.8837704,174.0569246,194.8617683,162.0421858,171.5514161,2
Q06405,ATP17,2.181990262,2.75611612,2.455871631,2.780748486,3.529744553,4.988336622,6.070566708,7.408598401,9.009120231,2068.64236,2745.231377,3099.607423,3720.216359,4153.415183,4410.857407,4363.066942,3662.735721,3403.034852,2
Q06406,LSM6,1.030259295,0.992554701,0.841671104,0.788304026,0.745353723,1.063341014,1.196130678,1.351167237,1.832485823,NA,132.4911968,NA,NA,NA,NA,NA,NA,NA,2
Q06440,CRN1,0.381924724,0.462548073,0.563479986,0.63193471,0.867546095,1.138769965,1.436173478,1.712054404,1.941586887,343.3121289,340.7910407,454.9433416,528.1699492,560.489059,541.316593,540.8682857,523.4566938,499.836937,2
Q06488,RSC2,0.240797403,0.173200616,0.222682643,0.272992282,0.40732321,0.492634612,0.588274939,0.907692747,1.035547221,17.02516661,16.73368792,19.04094203,NA,NA,NA,NA,NA,NA,2
Q06489,MRI1,0.347358781,0.484189339,0.539906373,0.654311919,0.807747447,1.04296001,1.29541661,1.275408101,1.558265315,123.9498211,136.4265158,169.4003248,203.5265261,211.0144139,211.7954062,177.1910622,158.0934394,163.9177826,2
Q06493,YLH47,0.357232139,0.436239384,0.473584286,0.586253046,0.736334178,0.929715285,1.305520954,1.324248785,1.573278701,70.37434415,84.21915924,115.0048699,134.4898915,141.12602,142.2696008,136.8812408,103.5220124,105.7595371,2
Q06494,YPR127W,1.256549291,1.686918802,1.215571015,0.854114063,0.427428274,0.319919519,0.355936643,0.395233605,0.385383409,802.6257949,788.8496921,430.5666743,300.0113652,110.9509444,51.62539287,51.50857988,48.80299008,47.19079524,1
Q06505,SPN1,1.105814225,0.726430527,0.672801944,0.705937963,0.735738919,0.826687735,1.109908901,1.150114593,1.342236046,86.08246458,102.9954587,124.9415476,150.9519643,161.1564762,151.4596072,148.5173278,129.1417921,125.0564302,2
Q06506,RRP9,0.238826548,0.261319729,0.32482754,0.425960768,0.531733278,0.818601721,1.121689801,1.394095237,1.655424998,88.00478726,106.0577626,98.69268873,113.6618343,134.8051895,149.3458187,142.4875497,170.5739882,154.6408496,2
Q06511,RRP15,0.662035,0.623170732,0.655672182,0.706647964,0.804955005,1.129729538,1.540277462,1.597219749,2.104833423,129.2792864,177.9830534,215.1786986,279.761213,301.7568747,353.5766332,326.4764157,325.8032641,328.8752343,2
Q06523,YPR148C,0.812254392,1.018843046,1.03322681,0.950653931,0.818504426,0.878282452,1.214781461,1.141430398,1.280543233,227.6586436,270.852269,332.0511744,354.8224357,312.5920426,285.6936962,265.9587694,200.0059447,193.2868413,2
Q06567,MCP2,0.466675396,0.356963222,0.448991036,0.551149822,0.860635257,1.178240592,1.893073531,2.250519967,2.478276545,NA,NA,22.87656065,27.00531228,NA,NA,NA,NA,NA,2
Q06608,YPR172W,0.910990826,0.899976531,0.723065227,0.685219469,0.534635281,0.591397708,0.791604241,0.877479454,0.927478002,573.7936953,575.1783329,519.2305461,NA,NA,NA,350.5528916,NA,265.0662159,1
Q06625,GDB1,0.272752901,0.367995705,0.373852668,0.307463484,0.230059054,0.15417826,0.19404102,0.24724228,0.224761746,105.949134,104.7220249,81.49265103,50.7666126,44.08107221,NA,NA,NA,NA,1
Q06630,MHR1,0.879560914,0.654052793,0.67392925,0.849028273,1.245581727,1.702316511,2.617936303,3.344691993,3.794642061,85.06220001,102.7942329,171.9032764,224.525476,267.9787236,311.9869807,358.1154426,391.4405528,373.2610349,2
Q06631,BFR2,0.226099285,0.299696914,0.2941315,0.379387588,0.441962669,0.691429422,0.890976689,1.182918218,1.3792012,39.8189268,43.74557664,60.04620336,72.38241677,77.12491997,86.13668189,81.2935634,83.9660795,88.72883125,2
Q06639,RSC3,0.217880118,0.18878833,0.21270553,0.238026084,0.286695718,0.40124014,0.492520021,0.656305848,0.735607883,NA,NA,NA,26.19140546,NA,NA,NA,NA,NA,2
Q06668,OMS1,0.429406892,0.325933161,0.343089901,0.439795327,0.665788828,0.959456899,1.786167172,2.223692589,2.395543026,230.5761,255.117971,383.4805617,528.7411506,NA,648.9874232,640.1242496,563.5174402,611.7952934,2
Q06677,SWA2,0.226887276,0.240997323,0.232374003,0.241882517,0.281678524,0.334917482,0.391000792,0.514142371,0.576988201,NA,NA,NA,52.99618843,NA,NA,NA,NA,NA,2
Q06678,MRPL35,0.600893194,0.467925848,0.451937592,0.599652603,0.878069352,1.257959046,1.971915684,2.603657883,2.954025868,121.8997353,136.1076261,212.4038655,266.5217875,312.0786579,352.9204843,399.4645704,350.3054041,353.3603925,2
Q06679,UTP4,0.225220221,0.284853465,0.291121487,0.371030195,0.499774304,0.719364173,0.97825398,1.159312118,1.444559087,51.32939167,55.94976224,68.09931083,76.04828621,98.56530426,105.56281,115.4849819,111.8218367,121.6173863,2
Q06682,UBX5,0.717500114,0.553182166,0.472900999,0.439422138,0.421269774,0.431423569,0.587762407,0.662938584,0.708335539,33.39581837,33.35010795,30.53444755,NA,NA,NA,NA,NA,NA,1
Q06685,VIP1,0.274249821,0.254528161,0.266342073,0.298996225,0.372692179,0.47942725,0.618813036,0.781932658,0.928936706,108.3506605,105.5845999,120.2983202,141.035641,143.6459122,141.7369739,131.0205446,132.6683619,133.7552027,2
